image_id,ceramic_type,where_held,museum_no,source,page
GULB11,plate,Gulbenkian_Lisbon,no_811,Rebeiro et al. 2013,p.97
GULB13,plate,Gulbenkian_Lisbon,no_2250,Rebeiro et al. 2013,p.99
GULB14_1,tile,Gulbenkian_Lisbon,no_1709,Rebeiro et al. 2013,p.104/119
GULB14_2,tile,Gulbenkian_Lisbon,no_1709,Rebeiro et al. 2013,p.104/119
GULB15,tile,Gulbenkian_Lisbon,no_1641,Rebeiro et al. 2013,p.113
GULB16,tile,Gulbenkian_Lisbon,no_1688,Rebeiro et al. 2013,p.117
GULB17,tile,Gulbenkian_Lisbon,no_1709,Rebeiro et al. 2013,p.119
GULB18,tile,Gulbenkian_Lisbon,no_1668,Rebeiro et al. 2013,p.126
GULB19_1,tile,Gulbenkian_Lisbon,NA,,
GULB19_2,tile,Gulbenkian_Lisbon,NA,,
GULB19_3,tile,Gulbenkian_Lisbon,NA,,
GULB19_4,tile,Gulbenkian_Lisbon,NA,,
GULB19_5,tile,Gulbenkian_Lisbon,NA,,
GULB19_6,tile,Gulbenkian_Lisbon,NA,,
HAM01,tile,Harvard_Cambridge_MA,no_1960.19,web,https://www.harvardartmuseums.org/collections/object/216651?position=0
HAM07,plate,Harvard_Cambridge_MA,no_1985.315,web,https://www.harvardartmuseums.org/collections/object/213052?position=7
HAM09,tile,Harvard_Cambridge_MA,no_1985.322,web,https://www.harvardartmuseums.org/collections/object/215763?position=8
HAM10,plate,Harvard_Cambridge_MA,no_2011.542,web,https://www.harvardartmuseums.org/collections/object/190789?position=11
IPOT01,plate,VA_London,no_185-1892,Atasoy et al. 2008,fig.321
IPOT02,plate,BM_London,no_90.6-21.1,Atasoy et al. 2008,fig.325
IPOT03,plate,BM_London,no_78.12-30.523,Atasoy et al. 2008,fig.326
IPOT04,jug,CG_Lisbon,no_811,Atasoy et al. 2008,fig.327
IPOT05,plate,JS_Paris,NA,Atasoy et al. 2008,fig.331
IPOT06,plate,OM_Vienna,no_OR 788,Atasoy et al. 2008,fig.339
IPOT07,plate,VA_London,no_C.1995/1910,Atasoy et al. 2008,fig.343
IPOT08,jug,Ashmolean_Oxford,no_x.3272,Atasoy et al. 2008,fig.348
IPOT09,plate,Louvre_Paris,no_MAO385,Atasoy et al. 2008,fig.351
IPOT10,plate,VA_London,no_C.1986-1910,Atasoy et al. 2008,fig.359
IPOT11,plate,BM_London,no_G.1983.21,Atasoy et al. 2008,fig.360
IPOT12,plate,Ashmolean_Oxford,no_x.3277,Atasoy et al. 2008,fig.361
IPOT13,plate,Louvre_Paris,no_6643,Atasoy et al. 2008,fig.363
IPOT14,basin,VA_London,no_C.1991-1910,Atasoy et al. 2008,fig.366
IPOT16,plate,CG_Lisbon,no_2239,Atasoy et al. 2008,fig.368
IPOT17,plate,VA_London,no_C.1982-1910,Atasoy et al. 2008,fig.369
IPOT18,plate,Met_NY,no_17.120.19,Atasoy et al. 2008,fig.672
IPOT19,plate,MR_Ecouen,no_Cl. 8548,Atasoy et al. 2008,fig.673
IPOT20,candlestick,Ashmolean_Oxford,no_x.3276,Atasoy et al. 2008,fig.674
IPOT21,plate,Ashmolean_Oxford,no_Cl.276,Atasoy et al. 2008,fig.676
IPOT22,plate,BM_London,no_78.12-30.493,Atasoy et al. 2008,fig.684
IPOT23,plate,MR_Ecouen,no_Cl.8217,Atasoy et al. 2008,fig.685
IPOT24,plate,HC_Kuwait,no_I/285,Atasoy et al. 2008,fig.692
IPOT25,tankard,HC_Kuwait,no_I/585,Atasoy et al. 2008,fig.693
IPOT26,plate,MR_Ecouen,no_Cl.8178,Atasoy et al. 2008,fig.694
IPOT27,plate,Mathey_Malibu,NA,Atasoy et al. 2008,fig.698
IPOT28,plate,CG_Lisbon,no_824,Atasoy et al. 2008,fig.701
IPOT29,plate,Brusch_Genoa,NA,Atasoy et al. 2008,fig.702
IPOT30,vase,VA_London,no_232.1876,Atasoy et al. 2008,fig.703
IPOT31,tankard,CG_Lisbon,no_777,Atasoy et al. 2008,fig.705
IPOT32,vase,BM_London,no_Fb.is.1,Atasoy et al. 2008,fig.729
IPOT33,plate,Brusch_Genoa,NA,Atasoy et al. 2008,fig.730
IPOT34,plate,CG_Lisbon,no_2250,Atasoy et al. 2008,fig.735
IPOT35,plate,CG_Lisbon,no_787,Atasoy et al. 2008,fig.746
IPOT36,plate,BM_London,no_Fb.is.4,Atasoy et al. 2008,fig.747
IPOT37,plate,CG_Lisbon,no_798,Atasoy et al. 2008,fig.748
IPOT38,plate,Magdalene_Oxford,NA,Atasoy et al. 2008,fig.781
IPOT39,plate,Private_Paris,NA,Atasoy et al. 2008,fig.782
KOC01,plate,NA,NA,Bilgi et al. 2015,p.65
KOC03,plate,NA,no_SHM17308,Bilgi et al. 2015,p.112
KOC04,plate,NA,no_SHM3886,Bilgi et al. 2015,p.113
KOC06,plate,NA,no_SHM9293,Bilgi et al. 2015,p.115
KOC07,tankard,NA,no_SHM9302,Bilgi et al. 2015,p.116
KOC08,tankard,NA,no_SHM12007,Bilgi et al. 2015,p.117
KOC09,plate,NA,no_SHM3889,Bilgi et al. 2015,p.118
KOC10_1,spandrel,NA,no_SHM4181,Bilgi et al. 2015,p.120
KOC10_2,spandrel,NA,no_SHM4181,Bilgi et al. 2015,p.120
KOC11,tile,NA,no_SHM4216,Bilgi et al. 2015,p.122
KOC12,tile,NA,NA,Bilgi et al. 2015,p.124
KOC13,tile,NA,NA,Bilgi et al. 2015,p.125
KOC14,tile,NA,no_SHM4184,Bilgi et al. 2015,p.126
KOC15,jar,NA,no_SHM12383,Bilgi et al. 2015,p.127
KOC16,plate,NA,NA,Bilgi et al. 2015,p.131
KOC17,plate,NA,NA,Bilgi et al. 2015,p. 132
KOC18,tile,NA,no_SHM17582,Bilgi et al. 2015,p.136
KOC19,panel,NA,no_SHM3900,Bilgi et al. 2015,p.150
KOC20,tile,NA,NA,Bilgi et al. 2015,p.163
KOC21,tile,NA,NA,Bilgi et al. 2015,p.171
KOC22,tile,NA,no_SHM14096,Bilgi et al. 2015,p.172
KOC23,tile,NA,NA,Bilgi et al. 2015,p.185
KOC24,tile,NA,NA,Bilgi et al. 2015,p.206
KOC25,plate,NA,NA,Bilgi et al. 2015,p.208
KOC26,tile,NA,NA,Bilgi et al. 2015,p.221
KOC27,tile,NA,NA,Bilgi et al. 2015,p.222
KOC28,tile,NA,NA,Bilgi et al. 2015,p.224
KOC29,plate,NA,NA,Bilgi et al. 2015,p.237
KOC30,plate,NA,no_SHM9295,Bilgi et al. 2015,p.241
KOC31,plate,NA,NA,Bilgi et al. 2015,p.243
KOC32,plate,NA,NA,Bilgi et al. 2015,p.244
KOC33,plate,NA,no_SHM15305,Bilgi et al. 2015,p.245
KOC34,plate,NA,NA,Bilgi et al. 2015,p.246
KOC35,plate,NA,NA,Bilgi et al. 2015,p.247
KOC36,plate,NA,NA,Bilgi et al. 2015,p.248
KOC37,tankard,NA,no_SHM3892,Bilgi et al. 2015,p.250
KOC38,plate,NA,NA,Bilgi et al. 2015,p.251
KOC39,plate,NA,NA,Bilgi et al. 2015,p.252
KOC40,plate,NA,NA,Bilgi et al. 2015,p.253
KOC41,plate,NA,NA,Bilgi et al. 2015,p.254
KOC42,plate,NA,NA,Bilgi et al. 2015,p.255
KOC43,plate,NA,NA,Bilgi et al. 2015,p.257
KOC44,plate,NA,NA,Bilgi et al. 2015,p.258
KOC45,plate,NA,NA,Bilgi et al. 2015,p.260
KOC46,jug,NA,NA,Bilgi et al. 2015,p.262
KOC47,tankard,NA,NA,Bilgi et al. 2015,p.264
KOC48,tankard,NA,NA,Bilgi et al. 2015,p.265
KOC49,plate,NA,NA,Bilgi et al. 2015,p.267
KOC50,plate,NA,no_SHM3943,Bilgi et al. 2015,p.269
KOC51,plate,NA,NA,Bilgi et al. 2015,p.270
KOC52,plate,NA,NA,Bilgi et al. 2015,p.271
KOC53,plate,NA,NA,Bilgi et al. 2015,p.272
KOC54,plate,NA,NA,Bilgi et al. 2015,p.274
KOC55,plate,NA,NA,Bilgi et al. 2015,p.275
KOC57,vase,NA,no_SHM15288,Bilgi et al. 2015,p.278
KOC58,plate,NA,no_SHM10609,Bilgi et al. 2015,p.279
KOC59,plate,NA,NA,Bilgi et al. 2015,p.280
KOC60,plate,NA,NA,Bilgi et al. 2015,p.282
KOC61,jug,NA,no_SHM9056,Bilgi et al. 2015,p.283
KOC62,jug,NA,NA,Bilgi et al. 2015,p.284
KOC64,plate,NA,NA,Bilgi et al. 2015,p.387
KOC65,plate,NA,no_SHM17309,Bilgi et al. 2015,p.396
KOC67,plate,NA,NA,Bilgi et al. 2015,p.408
KOC69,plate,NA,NA,Bilgi et al. 2015,p.412
KOC70,tankard,NA,NA,Bilgi et al. 2015,p.414
KOC74,plate,NA,NA,Bilgi et al. 2015,p.423
KOC75,plate,NA,NA,Bilgi et al. 2015,p.425
KOC76,plate,NA,NA,Bilgi et al. 2015,p.449
KOC78,plate,NA,NA,Bilgi et al. 2015,p.475
KOC79,plate,NA,NA,Bilgi et al. 2015,p.476
KOC80,plate,NA,NA,Bilgi et al. 2015,p.477
KOC82,plate,NA,NA,Bilgi et al. 2015,p.481
KOC83,plate,NA,NA,Bilgi et al. 2015,p.482
LACMA01,tile,LACMA_LA,no_M.2000.31,web,https://collections.lacma.org/node/198922
LACMA02,plate,LACMA_LA,no_M.2006.130,web,https://collections.lacma.org/node/212736
LACMA03,jug,LACMA_LA,no_M.73.5.257,web,https://collections.lacma.org/node/239586
LACMA04,plate,LACMA_LA,no_M.73.5.381,web,https://collections.lacma.org/node/239976
LACMA05,plate,LACMA_LA,no_M.2002.1.21,web,https://collections.lacma.org/node/204652
LACMA06_1,tile,LACMA_LA,no_M.85.237.86a-d,web,https://collections.lacma.org/node/251262
LACMA06_2,tile,LACMA_LA,no_M.85.237.86a-d,web,https://collections.lacma.org/node/251262
LACMA06_3,tile,LACMA_LA,no_M.85.237.86a-d,web,https://collections.lacma.org/node/251262
LACMA06_4,tile,LACMA_LA,no_M.85.237.86a-d,web,https://collections.lacma.org/node/251262
LACMA07,panel,LACMA_LA,no_M.85.237.84a-c,web,https://collections.lacma.org/node/251276
LACMA08,panel,LACMA_LA,no_M.73.5.6,web,https://collections.lacma.org/node/239904
LACMA09,panel,LACMA_LA,no_M.71.73.37a-b,web,https://collections.lacma.org/node/221366
LOU01,tankard,Louvre_Paris,no_OA6323,web,http://mini-site.louvre.fr/trois-empires/en/ceramiques-ottomanes-4-z1.php
LOU03,spandrel,Louvre_Paris,"no_OA3959/52,OA3959/53",web,http://mini-site.louvre.fr/trois-empires/en/ceramiques-ottomanes-12-z1.php
LOU04,plate,Louvre_Paris,no_K3449,web,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=25249
LOU07,spandrel,Louvre_Paris,no_AD27748,web,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=35840&langue=fr
LOU09,jug,Louvre_Paris,no_OA7257,web,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=35818&langue=fr
LOU10,plate,Louvre_Paris,no_OA7256,web,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=35816&langue=fr
LOU11,plate,Louvre_Paris,no_OA7604,web,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=35836&langue=fr
LOU12,plate,Louvre_Paris,no_AD27720,web,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=35864&langue=fr
LOU13,plate,Louvre_Paris,no_OA6740,web,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=35824&langue=fr
LOU15,plate,Louvre_Paris,no_OA6648,web,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=35848&langue=fr
MET01,plate,Met_NY,no_59.69.1,web,https://www.metmuseum.org/toah/works-of-art/59.69.1/
MET02,tile,Met_NY,no_1978.35,web,https://www.metmuseum.org/art/collection/search/452854
MET03,tile,Met_NY,no_02.5.91,web,https://www.metmuseum.org/art/collection/search/444897?sortBy=Relevance&amp;ft=iznik&amp;offset=0&amp;rpp=20&amp;pos=2
MET05,plate,Met_NY,no_56.185.2,web,https://www.metmuseum.org/art/collection/search/453599?sortBy=Relevance&amp;ft=iznik&amp;offset=0&amp;rpp=20&amp;pos=8
MET06,plate,Met_NY,no_17.120.19,web,https://www.metmuseum.org/art/collection/search/446895?sortBy=Relevance&amp;ft=iznik&amp;offset=0&amp;rpp=20&amp;pos=11
MET07_1,tile,Met_NY,"no_1997.307a,b",web,https://www.metmuseum.org/art/collection/search/453400?sortBy=Relevance&amp;ft=iznik&amp;offset=0&amp;rpp=20&amp;pos=10
MET07_2,tile,Met_NY,"no_1997.307a,b",web,https://www.metmuseum.org/art/collection/search/453400?sortBy=Relevance&amp;ft=iznik&amp;offset=0&amp;rpp=20&amp;pos=10
MET09,plate,Met_NY,no_1971.235.3,web,https://www.metmuseum.org/art/collection/search/452297?sortBy=Relevance&amp;ft=iznik&amp;offset=20&amp;rpp=20&amp;pos=26
MET12,plate,Met_NY,no_67.178.1,web,https://www.metmuseum.org/art/collection/search/451943?sortBy=Relevance&amp;ft=iznik&amp;offset=20&amp;rpp=20&amp;pos=35
MET14,plate,Met_NY,no_14.40.732,web,https://www.metmuseum.org/art/collection/search/446649?sortBy=Relevance&amp;ft=iznik&amp;offset=20&amp;rpp=20&amp;pos=38
MET15,plate,Met_NY,no_65.103,web,https://www.metmuseum.org/art/collection/search/451800?sortBy=Relevance&amp;ft=iznik&amp;offset=20&amp;rpp=20&amp;pos=37
MET16,plate,Met_NY,no_91.1.119,web,https://www.metmuseum.org/art/collection/search/444466?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=45
MET17,plate,Met_NY,no_1972.9,web,https://www.metmuseum.org/art/collection/search/452381?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=44
MET18,tile,Met_NY,no_02.5.102,web,https://www.metmuseum.org/art/collection/search/444901?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=48
MET19,plate,Met_NY,no_66.4.18,web,https://www.metmuseum.org/art/collection/search/451849?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=47
MET20,plate,Met_NY,no_52.1.17,web,https://www.metmuseum.org/art/collection/search/451063?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=51
MET21,plate,Met_NY,no_07.143.1,web,https://www.metmuseum.org/art/collection/search/444996?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=55
MET22,plate,Met_NY,no_66.4.16,web,https://www.metmuseum.org/art/collection/search/451847?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=53
MET23,plate,Met_NY,no_6.1033,web,https://www.metmuseum.org/art/collection/search/444972?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=54
MET24,plate,Met_NY,no_02.5.50,web,https://www.metmuseum.org/art/collection/search/444886?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=58
MET25,plate,Met_NY,no_02.5.56,web,https://www.metmuseum.org/art/collection/search/444892?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=60
MET26,plate,Met_NY,no_02.5.42,web,https://www.metmuseum.org/art/collection/search/444878?sortBy=Relevance&amp;ft=iznik&amp;offset=40&amp;rpp=20&amp;pos=59
MET27,plate,Met_NY,no_02.5.46,web,https://www.metmuseum.org/art/collection/search/444882?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=61
MET28,plate,Met_NY,no_02.5.41,web,https://www.metmuseum.org/art/collection/search/444877?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=62
MET29,plate,Met_NY,no_02.5.53,web,https://www.metmuseum.org/art/collection/search/444889?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=65
MET30,plate,Met_NY,no_02.5.51,web,https://www.metmuseum.org/art/collection/search/444887?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=64
MET31,plate,Met_NY,no_12.203,web,https://www.metmuseum.org/art/collection/search/446260?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=69
MET32,plate,Met_NY,no_02.5.54,web,https://www.metmuseum.org/art/collection/search/444890?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=67
MET33,plate,Met_NY,no_20.120.144,web,https://www.metmuseum.org/art/collection/search/447224?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=72
MET34,plate,Met_NY,no_20.120.143,web,https://www.metmuseum.org/art/collection/search/447223?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=70
MET35,plate,Met_NY,no_20.120.149,web,https://www.metmuseum.org/art/collection/search/447226?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=71
MET36,plate,Met_NY,no_52.1.19,web,https://www.metmuseum.org/art/collection/search/451065?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=75
MET37,tile,,NA,,
MET38,tile,Met_NY,no_40.181.11,web,https://www.metmuseum.org/art/collection/search/450368?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=80
MET39,plate,Met_NY,no_66.4.8,web,https://www.metmuseum.org/art/collection/search/451839?sortBy=Relevance&amp;ft=iznik&amp;offset=60&amp;rpp=20&amp;pos=79
MET40,plate,Met_NY,no_14.102.371,web,https://www.metmuseum.org/art/collection/search/446657?sortBy=Relevance&amp;ft=iznik&amp;offset=80&amp;rpp=20&amp;pos=83
MET41,plate,Met_NY,no_66.4.17,web,https://www.metmuseum.org/art/collection/search/451848?sortBy=Relevance&amp;ft=iznik&amp;offset=80&amp;rpp=20&amp;pos=86
MET42,panel,Met_NY,no_17.190.2086,web,https://www.metmuseum.org/art/collection/search/447016?sortBy=Relevance&amp;ft=iznik&amp;offset=80&amp;rpp=20&amp;pos=84
MET43,plate,Met_NY,no_66.4.14,web,https://www.metmuseum.org/art/collection/search/451845?sortBy=Relevance&amp;ft=iznik&amp;offset=80&amp;rpp=20&amp;pos=85
MET44,plate,Met_NY,no_66.4.12,web,https://www.metmuseum.org/art/collection/search/451843?sortBy=Relevance&amp;ft=iznik&amp;offset=80&amp;rpp=20&amp;pos=87
MET45,plate,Met_NY,no_91.1.141,web,https://www.metmuseum.org/art/collection/search/444487?sortBy=Relevance&amp;ft=iznik&amp;offset=80&amp;rpp=20&amp;pos=88
MET46,plate,Met_NY,no_02.5.49,web,https://www.metmuseum.org/art/collection/search/444885?sortBy=Relevance&amp;ft=iznik&amp;offset=80&amp;rpp=20&amp;pos=90
MK01,tile,MFIK_Berlin ,no_1891142,web,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=1524293&viewType=detailView
MK02,tile,MFIK_Berlin ,no_I.5584b,web,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=1522178&viewType=detailView
MK04,tile,MFIK_Berlin ,no_1871280,web,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=1524290&viewType=detailView
MK05,panel,MFIK_Berlin ,"no_1877,512b",web,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=2044236&viewType=detailView
MK06,tile ,MFIK_Berlin ,"no_1889,180b",web,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=1524478&viewType=detailView
